LoopIndex,Monitoring Scheme,Vector Length,# Nodes,Epsilon,Bandwidth,# Messages,# Full Syncs,Lower-Bound,Function's Value,Upper-Bound,,Server 1,Server 2,Server 3,Server 4,Server 5,Server 6,Server 7,Server 8,Server 9,Server 10
1,Value,132,10,Threshold 200000,0,0,0,="-Infinity",1009.53333333333,200000,,13277,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
1,Vector,132,10,Threshold 200000,0,0,0,="-Infinity",1009.53333333333,200000,,13277,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
1,Oracle,132,10,Threshold 200000,0,0,0,="-Infinity",1009.53333333333,200000,,13277,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
1,Naive,132,10,Threshold 200000,1320,10,1,="-Infinity",1009.53333333333,200000,,13277,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
1,SKV,132,10,Threshold 200000,0,0,0,="-Infinity",1009.53333333333,200000,,13277,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
1,Distance,132,10,Threshold 200000,0,0,0,="-Infinity",1009.53333333333,200000,,13277,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
1,SKD,132,10,Threshold 200000,0,0,0,="-Infinity",1009.53333333333,200000,,13277,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
2,Value,132,10,Threshold 200000,0,0,0,="-Infinity",1007.38333333333,200000,,14692.6666666667,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
2,Vector,132,10,Threshold 200000,0,0,0,="-Infinity",1007.38333333333,200000,,14692.6666666667,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
2,Oracle,132,10,Threshold 200000,0,0,0,="-Infinity",1007.38333333333,200000,,14692.6666666667,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
2,Naive,132,10,Threshold 200000,2640,20,2,="-Infinity",1007.38333333333,200000,,14692.6666666667,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
2,SKV,132,10,Threshold 200000,0,0,0,="-Infinity",1007.38333333333,200000,,14692.6666666667,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
2,Distance,132,10,Threshold 200000,0,0,0,="-Infinity",1007.38333333333,200000,,14692.6666666667,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
2,SKD,132,10,Threshold 200000,0,0,0,="-Infinity",1007.38333333333,200000,,14692.6666666667,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
3,Value,132,10,Threshold 200000,0,0,0,="-Infinity",986.886666666667,200000,,16436,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
3,Vector,132,10,Threshold 200000,0,0,0,="-Infinity",986.886666666667,200000,,16436,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
3,Oracle,132,10,Threshold 200000,0,0,0,="-Infinity",986.886666666667,200000,,16436,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
3,Naive,132,10,Threshold 200000,3960,30,3,="-Infinity",986.886666666667,200000,,16436,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
3,SKV,132,10,Threshold 200000,0,0,0,="-Infinity",986.886666666667,200000,,16436,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
3,Distance,132,10,Threshold 200000,0,0,0,="-Infinity",986.886666666667,200000,,16436,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
3,SKD,132,10,Threshold 200000,0,0,0,="-Infinity",986.886666666667,200000,,16436,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
4,Value,132,10,Threshold 200000,0,0,0,="-Infinity",975.476666666667,200000,,17738,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
4,Vector,132,10,Threshold 200000,0,0,0,="-Infinity",975.476666666667,200000,,17738,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
4,Oracle,132,10,Threshold 200000,0,0,0,="-Infinity",975.476666666667,200000,,17738,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
4,Naive,132,10,Threshold 200000,5280,40,4,="-Infinity",975.476666666667,200000,,17738,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
4,SKV,132,10,Threshold 200000,0,0,0,="-Infinity",975.476666666667,200000,,17738,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
4,Distance,132,10,Threshold 200000,0,0,0,="-Infinity",975.476666666667,200000,,17738,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
4,SKD,132,10,Threshold 200000,0,0,0,="-Infinity",975.476666666667,200000,,17738,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
5,Value,132,10,Threshold 200000,0,0,0,="-Infinity",998.5,200000,,18965,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
5,Vector,132,10,Threshold 200000,0,0,0,="-Infinity",998.5,200000,,18965,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
5,Oracle,132,10,Threshold 200000,0,0,0,="-Infinity",998.5,200000,,18965,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
5,Naive,132,10,Threshold 200000,6600,50,5,="-Infinity",998.5,200000,,18965,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
5,SKV,132,10,Threshold 200000,0,0,0,="-Infinity",998.5,200000,,18965,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
5,Distance,132,10,Threshold 200000,0,0,0,="-Infinity",998.5,200000,,18965,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
5,SKD,132,10,Threshold 200000,0,0,0,="-Infinity",998.5,200000,,18965,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
6,Value,132,10,Threshold 200000,0,0,0,="-Infinity",1022.92666666667,200000,,20517.6666666667,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
6,Vector,132,10,Threshold 200000,0,0,0,="-Infinity",1022.92666666667,200000,,20517.6666666667,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
6,Oracle,132,10,Threshold 200000,0,0,0,="-Infinity",1022.92666666667,200000,,20517.6666666667,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
6,Naive,132,10,Threshold 200000,7920,60,6,="-Infinity",1022.92666666667,200000,,20517.6666666667,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
6,SKV,132,10,Threshold 200000,0,0,0,="-Infinity",1022.92666666667,200000,,20517.6666666667,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
6,Distance,132,10,Threshold 200000,0,0,0,="-Infinity",1022.92666666667,200000,,20517.6666666667,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
6,SKD,132,10,Threshold 200000,0,0,0,="-Infinity",1022.92666666667,200000,,20517.6666666667,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
7,Value,132,10,Threshold 200000,0,0,0,="-Infinity",1041.84,200000,,21749.3333333333,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
7,Vector,132,10,Threshold 200000,0,0,0,="-Infinity",1041.84,200000,,21749.3333333333,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
7,Oracle,132,10,Threshold 200000,0,0,0,="-Infinity",1041.84,200000,,21749.3333333333,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
7,Naive,132,10,Threshold 200000,9240,70,7,="-Infinity",1041.84,200000,,21749.3333333333,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
7,SKV,132,10,Threshold 200000,0,0,0,="-Infinity",1041.84,200000,,21749.3333333333,10738,13699,11651.6666666667,8277,11115,11978,10523.3333333333,13309.6666666667,11459.6666666667
